token,sentence_id,predicted_label,gold_label
making,68,Predicate,Predicate
significant,68,Object,Object
efforts,68,Object,Object
to,68,Object,Object
manage,68,Predicate,Object
your,68,Object,Object
diet,68,Object,Object
and,68,other,Object
quit,68,Predicate,Object
smoking,68,Object,Object
.,68,other,other
this,69,other,other
is,69,other,other
com,69,Object,other
!,69,other,other
can,70,Predicate,other
you,70,Subject,other
share,70,Predicate,other
how,70,Object,other
these,70,Subject,other
changes,70,Object,other
have,70,Predicate,other
been,70,Predicate,other
affecting,70,Predicate,other
your,70,Object,other
daily,70,Object,other
life,70,Object,other
?,70,other,other
p,71,other,other
:,71,other,other
i,71,Subject,other
have,71,other,other
to,71,other,other
be,71,other,other
honest,71,other,other
",",71,other,other
giving,71,Subject,Subject
up,71,Subject,Subject
smoking,71,Subject,Subject
has,71,Predicate,Predicate
been,71,Predicate,Predicate
challenging,71,Object,Predicate
fast,59,other,other
at,59,other,other
if,59,other,other
",",59,other,other
it,59,Subject,other
is,59,Predicate,Predicate
essential,59,Object,Object
to,59,Predicate,Subject
begin,59,Predicate,Subject
with,59,Object,Subject
something,59,Object,Subject
light,59,Object,Subject
like,59,Object,Subject
water,59,Object,Subject
and,59,Object,Subject
dates,59,Object,Subject
.,59,other,other
then,60,other,other
",",60,other,other
have,60,Predicate,Predicate
a,60,Object,Object
balanced,60,Object,Object
meal,60,Object,Object
including,60,Object,Object
a,60,Object,Object
source,60,Object,Object
of,60,Object,Object
protein,60,Object,Object
",",60,other,other
vegetables,60,Object,Object
and,60,other,Object
small,60,Object,Object
portion,60,Object,Object
of,60,Object,Object
car,60,Object,Object
.,60,other,other
avoid,61,Predicate,Predicate
sugar,61,Object,Object
drinks,61,Object,Object
or,61,other,Object
dessert,61,Object,Object
which,61,Object,Object
could,61,Predicate,Object
spike,61,Predicate,Object
your,61,Object,Object
blood,61,Object,Object
sugar,61,Object,Object
levels,61,Object,Object
.,61,other,other
p,62,other,other
:,62,other,other
and,62,other,other
what,62,other,other
should,62,other,other
i,62,Subject,other
do,62,other,other
if,62,other,other
i,62,Subject,other
feel,62,Predicate,other
weak,62,Object,other
or,62,other,other
dizzy,62,Object,other
during,62,Predicate,other
the,62,Object,other
fast,62,Object,other
period,62,Object,other
?,62,other,other
a,63,other,other
:,63,other,other
if,63,other,Object
you,63,Subject,Object
feel,63,other,Object
weak,63,other,Object
or,63,other,Object
dizzy,63,other,Object
",",63,other,other
it,63,Subject,Subject
could,63,Predicate,Predicate
be,63,Predicate,Predicate
due,63,Predicate,Predicate
to,63,Predicate,Predicate
low,63,Object,Object
blood,63,Object,Object
sugar,63,Object,Object
.,63,other,other
it,64,Subject,other
is,64,Predicate,Predicate
important,64,Object,Object
to,64,Predicate,Subject
break,64,Predicate,Subject
your,64,Object,Subject
fast,64,Object,Subject
immediately,64,Object,Subject
in,64,Object,Subject
such,64,Object,Subject
cases,64,Object,Subject
",",64,other,other
and,64,other,other
have,64,Predicate,Predicate
a,64,Object,Object
quick,64,Object,Object
source,64,Object,Object
of,64,Object,Object
sugar,64,Object,Object
like,64,Object,Object
a,64,Object,Object
piece,64,Object,Object
of,64,Object,Object
fruit,64,Object,Object
or,64,other,Object
a,64,Object,Object
glass,64,Object,Object
of,64,Object,Object
milk,64,Object,Object
.,64,other,other
then,65,other,other
",",65,other,other
check,65,Predicate,Predicate
your,65,Object,Object
blood,65,Object,Object
sugar,65,Object,Object
levels,65,Object,Object
to,65,Predicate,Object
ensure,65,Predicate,Object
they,65,Object,Object
are,65,Predicate,Object
back,65,Predicate,Object
to,65,Object,Object
normal,65,Object,Object
.,65,other,other
p,66,other,other
:,66,other,other
thank,66,other,other
you,66,other,other
for,66,other,other
the,66,other,other
advice,66,other,other
.,66,other,other
i,67,Subject,Subject
will,67,Predicate,Predicate
surely,67,Predicate,Predicate
consider,67,Predicate,Predicate
these,67,Object,Object
tips,67,Object,Object
for,67,Predicate,Object
the,67,Object,Object
upcoming,67,Object,Object
fast,67,Object,Object
period,67,Object,Object
.,67,other,other
a,68,other,other
:,68,other,other
ai,68,other,other
",",68,other,other
i,68,Subject,other
have,68,Predicate,other
noticed,68,Predicate,other
that,68,Object,other
you,68,Subject,Subject
have,68,Predicate,Predicate
been,68,Predicate,Predicate
making,68,Predicate,Predicate
significant,68,Object,Object
efforts,68,Object,Object
to,68,Object,Object
manage,68,Predicate,Object
your,68,Object,Object
diet,68,Object,Object
and,68,other,Object
quit,68,Object,Object
smoking,68,Object,Object
.,68,other,other
this,69,other,other
is,69,Predicate,other
com,69,Object,other
!,69,other,other
can,70,Predicate,other
you,70,Subject,other
share,70,Predicate,other
how,70,Object,other
these,70,Subject,other
changes,70,Object,other
have,70,Predicate,other
been,70,Predicate,other
affecting,70,Predicate,other
your,70,Object,other
daily,70,Object,other
life,70,Object,other
?,70,other,other
p,71,other,other
:,71,other,other
i,71,Subject,other
have,71,other,other
to,71,other,other
be,71,other,other
honest,71,other,other
",",71,other,other
giving,71,Subject,Subject
up,71,Subject,Subject
smoking,71,Subject,Subject
has,71,Predicate,Predicate
been,71,Predicate,Predicate
challenging,71,Object,Predicate
.,71,other,other
i,72,Subject,Subject
have,72,Predicate,Predicate
smoked,72,Predicate,Predicate
for,72,Object,Object
the,72,Object,Object
best,72,Object,Object
part,72,Object,Object
of,72,Object,Object
my,72,Object,Object
life,72,Object,Object
and,72,other,other
it,72,Subject,Subject
is,72,Predicate,Predicate
been,72,Predicate,Predicate
my,72,Object,Object
way,72,Object,Object
to,72,Predicate,Object
cope,72,Predicate,Object
with,72,Predicate,Object
stress,72,Object,Object
.,72,other,other
a,73,other,other
:,73,other,other
it,73,Subject,other
is,73,Predicate,other
understand,73,Object,other
",",73,other,other
ai,73,other,other
.,73,other,other
quit,74,Subject,Subject
smoking,74,Subject,Subject
can,74,Predicate,Predicate
be,74,Predicate,Predicate
difficult,74,Object,Object
",",74,other,other
especially,74,Predicate,Object
when,74,other,Object
it,74,Subject,Object
has,74,Predicate,Object
been,74,Predicate,Object
a,74,Object,Object
part,74,Object,Object
of,74,Object,Object
your,74,Object,Object
routine,74,Object,Object
for,74,Object,Object
a,74,Object,Object
long,74,Object,Object
time,74,Object,Object
.,74,other,other
but,75,other,other
remember,75,other,other
",",75,other,other
it,75,Subject,Subject
is,75,Predicate,Predicate
a,75,Object,Object
significant,75,Object,Object
step,75,Object,Object
towards,75,Object,Object
improving,75,Object,Object
your,75,Object,Object
health,75,Object,Object
and,75,other,Object
managing,75,Predicate,Object
your,75,Object,Object
diabetes,75,Object,Object
effectively,75,Object,Object
.,75,other,other
you,76,Subject,Subject
could,76,Predicate,Predicate
try,76,Predicate,Predicate
seeking,76,Predicate,Predicate
assistance,76,Object,Object
from,76,Object,Object
a,76,Object,Object
local,76,Object,Object
stop,76,Object,Object
smoking,76,Object,Object
service,76,Object,Object
for,76,Predicate,Object
additional,76,Object,Object
support,76,Object,Object
.,76,other,other
p,77,other,other
:,77,other,other
i,77,other,other
will,77,other,other
think,77,other,other
about,77,other,other
that,77,other,other
.,77,other,other
my,78,Subject,Subject
dietary,78,Subject,Subject
changes,78,Subject,Subject
",",78,other,other
thankfully,78,other,other
",",78,other,other
have,78,Predicate,Predicate
been,78,Predicate,Predicate
easier,78,Object,Object
to,78,Object,Object
manage,78,Predicate,Object
.,78,other,other
i,79,Subject,Subject
have,79,Predicate,Predicate
swapped,79,Predicate,Predicate
sweets,79,Object,Object
for,79,Object,Object
fruits,79,Object,Object
",",79,other,other
and,79,other,other
i,79,Subject,Subject
am,79,Predicate,Predicate
cooking,79,Predicate,Predicate
more,79,Object,Object
traditional,79,Object,Object
moroccan,79,Object,Object
meals,79,Object,Object
with,79,Object,Object
whole,79,Object,Object
grains,79,Object,Object
and,79,Object,Object
vegetables,79,Object,Object
.,79,other,other
a,80,other,other
:,80,other,other
that,80,other,other
is,80,other,other
excellent,80,other,other
",",80,other,other
ai,80,other,other
!,80,other,other
incorporating,81,Subject,Subject
more,81,Object,Subject
fruits,81,Object,Subject
",",81,other,other
vegetables,81,Subject,Subject
",",81,other,other
and,81,other,Subject
whole,81,Subject,Subject
grains,81,Subject,Subject
into,81,Subject,Subject
your,81,Object,Subject
diet,81,Object,Subject
can,81,Predicate,Predicate
really,81,Predicate,Predicate
help,81,Predicate,Predicate
control,81,Predicate,Predicate
your,81,Object,Object
blood,81,Object,Object
sugar,81,Object,Object
levels,81,Object,Object
.,81,other,other
have,82,Predicate,other
you,82,Subject,other
noticed,82,Predicate,other
any,82,Object,other
changes,82,Object,other
in,82,Object,other
how,82,Object,other
you,82,Object,other
feel,82,Object,other
since,82,Object,other
you,82,Object,other
started,82,Predicate,other
eating,82,Object,other
health,82,Object,other
?,82,other,other
p,83,other,other
:,83,other,other
well,83,other,other
",",83,other,other
it,83,Subject,other
is,83,Predicate,other
been,83,Predicate,other
a,83,Object,other
short,83,Object,other
time,83,Object,other
",",83,other,other
but,83,other,other
i,83,Subject,Subject
do,83,Predicate,Predicate
feel,83,Predicate,Predicate
a,83,Object,Object
little,83,Object,Object
more,83,Object,Object
energetic,83,Object,Object
throughout,83,Object,Object
the,83,Object,Object
day,83,Object,Object
.,83,other,other
a,84,other,other
:,84,other,other
that,84,Subject,other
is,84,Predicate,other
a,84,Object,other
positive,84,Object,other
sign,84,Object,other
!,84,other,other
changes,85,Subject,Subject
in,85,Subject,Subject
diet,85,Subject,Subject
can,85,Predicate,Predicate
indeed,85,Predicate,other
boost,85,Predicate,Predicate
your,85,Object,Object
energy,85,Object,Object
levels,85,Object,Object
and,85,other,Object
overall,85,Object,Object
well,85,Object,Object
in,85,other,Object
addition,85,Predicate,Object
to,85,Predicate,Object
helping,85,Predicate,Object
manage,85,Predicate,Object
your,85,Object,Object
diabetes,85,Object,Object
.,85,other,other
please,86,other,other
keep,86,Predicate,other
up,86,other,other
these,86,Object,other
healthy,86,Object,other
habits,86,Object,other
and,86,other,other
keep,86,Predicate,other
me,86,other,other
updated,86,other,other
on,86,other,other
your,86,Object,other
progress,86,Object,other
.,86,other,other
p,87,other,other
:,87,other,other
i,87,Subject,Subject
have,87,Predicate,Predicate
had,87,Predicate,Predicate
a,87,Object,Predicate
challenging,87,Object,Predicate
time,87,Object,Predicate
managing,87,Predicate,Predicate
my,87,Object,Object
blood,87,Object,Object
sugar,87,Object,Object
levels,87,Object,Object
due,87,Predicate,Object
to,87,Predicate,Object
my,87,Object,Object
smoking,87,Object,Object
habit,87,Object,Object
.,87,other,other
is,88,Predicate,Predicate
there,88,Subject,other
a,88,Object,Subject
direct,88,Object,Subject
correlation,88,Object,Subject
between,88,Object,Object
smoking,88,Object,Object
and,88,Object,Object
diabetes,88,Object,Object
?,88,other,other
a,89,other,other
:,89,other,other
yes,89,other,other
",",89,other,other
ai,89,other,other
",",89,other,other
smoking,89,Subject,Subject
can,89,Predicate,Predicate
indeed,89,Predicate,other
com,89,Predicate,Predicate
diabetes,89,Object,Object
management,89,Object,Object
.,89,other,other
nico,90,Subject,Subject
",",90,other,other
the,90,Subject,other
addict,90,Subject,other
substance,90,Subject,other
in,90,Subject,other
cigarettes,90,Subject,other
",",90,other,other
can,90,Predicate,Predicate
lead,90,Predicate,Predicate
to,90,Predicate,Predicate
insulin,90,Object,Object
:,77,other,other
i,77,other,other
will,77,other,other
think,77,other,other
about,77,other,other
that,77,other,other
.,77,other,other
my,78,Subject,Subject
dietary,78,Subject,Subject
changes,78,Subject,Subject
",",78,other,other
thankfully,78,other,other
",",78,other,other
have,78,Predicate,Predicate
been,78,Predicate,Predicate
easier,78,Object,Object
to,78,Predicate,Object
manage,78,Predicate,Object
.,78,other,other
i,79,Subject,Subject
have,79,Predicate,Predicate
swapped,79,Predicate,Predicate
sweets,79,Object,Object
for,79,Object,Object
fruits,79,Object,Object
",",79,other,other
and,79,other,other
i,79,Subject,Subject
am,79,Predicate,Predicate
cooking,79,Predicate,Predicate
more,79,Object,Object
traditional,79,Object,Object
moroccan,79,Object,Object
meals,79,Object,Object
with,79,Object,Object
whole,79,Object,Object
grains,79,Object,Object
and,79,Object,Object
vegetables,79,Object,Object
.,79,other,other
a,80,other,other
:,80,other,other
that,80,other,other
is,80,other,other
excellent,80,other,other
",",80,other,other
ai,80,other,other
!,80,other,other
incorporating,81,Subject,Subject
more,81,Subject,Subject
fruits,81,Subject,Subject
",",81,other,other
vegetables,81,Subject,Subject
",",81,other,other
and,81,other,Subject
whole,81,Subject,Subject
grains,81,Subject,Subject
into,81,Subject,Subject
your,81,Subject,Subject
diet,81,Subject,Subject
can,81,Predicate,Predicate
really,81,Predicate,Predicate
help,81,Predicate,Predicate
